dd hh:mm:ss.mss,session_id,sql_text,login_name,wait_info,CPU,tempdb_allocations,tempdb_current,blocking_session_id,reads,writes,physical_reads,used_memory,status,tran_start_time,open_tran_count,percent_complete,host_name,database_name,program_name,start_time,login_time,request_id,collection_time,sql_command,tasks,context_switches,physical_io
00 00:33:00.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=393 lastwaittype=SOS_SCHEDULER_YIELD,7240,2,2,,72400,0,18,3157,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:00.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,7548,2
00 00:12:55.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=775000 lastwaittype=LCK_M_S,6,0,0,44.0,302,0,0,281,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,58,0
00 00:10:55.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=655000 lastwaittype=LCK_M_S,28,0,0,44.0,471,0,0,350,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,47,0
00 00:07:55.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=475000 lastwaittype=LCK_M_S,41,0,0,44.0,35,0,0,160,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:00.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,51,0
00 00:33:05.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=132 lastwaittype=SOS_SCHEDULER_YIELD,7430,1,5,,73300,0,8,5753,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:05.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5931,1
00 00:13:00.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=780000 lastwaittype=LCK_M_S,57,0,0,44.0,368,0,0,277,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,12,0
00 00:11:00.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=660000 lastwaittype=LCK_M_S,47,0,0,44.0,263,0,0,136,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,18,0
00 00:08:00.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=480000 lastwaittype=LCK_M_S,46,0,0,44.0,209,0,0,445,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:05.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,51,0
00 00:33:10.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=79 lastwaittype=SOS_SCHEDULER_YIELD,7620,0,1,,74200,0,4,3233,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:10.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6072,1
00 00:13:05.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=785000 lastwaittype=LCK_M_S,35,0,0,44.0,14,0,0,234,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,37,0
00 00:11:05.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=665000 lastwaittype=LCK_M_S,10,0,0,44.0,113,0,0,477,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,16,0
00 00:08:05.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=485000 lastwaittype=LCK_M_S,46,0,0,44.0,292,0,0,233,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:10.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,37,0
00 00:33:15.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=145 lastwaittype=SOS_SCHEDULER_YIELD,7810,3,1,,75100,0,2,8015,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:15.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5207,0
00 00:13:10.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=790000 lastwaittype=LCK_M_S,50,0,0,44.0,178,0,0,250,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,50,0
00 00:11:10.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=670000 lastwaittype=LCK_M_S,6,0,0,44.0,222,0,0,423,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,54,0
00 00:08:10.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=490000 lastwaittype=LCK_M_S,19,0,0,44.0,376,0,0,148,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:15.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,56,0
00 00:33:20.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=307 lastwaittype=SOS_SCHEDULER_YIELD,8000,0,4,,76000,0,14,2656,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:20.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,8814,3
00 00:13:15.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=795000 lastwaittype=LCK_M_S,52,0,0,44.0,402,0,0,446,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,23,0
00 00:11:15.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=675000 lastwaittype=LCK_M_S,36,0,0,44.0,370,0,0,230,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,33,0
00 00:08:15.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=495000 lastwaittype=LCK_M_S,11,0,0,44.0,132,0,0,139,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:20.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,34,0
00 00:33:25.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=121 lastwaittype=SOS_SCHEDULER_YIELD,8190,0,1,,76900,0,9,2903,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:25.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6671,3
00 00:13:20.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=800000 lastwaittype=LCK_M_S,54,0,0,44.0,436,0,0,169,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,40,0
00 00:11:20.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=680000 lastwaittype=LCK_M_S,48,0,0,44.0,33,0,0,405,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,41,0
00 00:08:20.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=500000 lastwaittype=LCK_M_S,26,0,0,44.0,100,0,0,320,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:25.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,41,0
00 00:33:30.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=341 lastwaittype=SOS_SCHEDULER_YIELD,8380,0,0,,77800,0,0,2390,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:30.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6428,3
00 00:13:25.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=805000 lastwaittype=LCK_M_S,26,0,0,44.0,454,0,0,444,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,25,0
00 00:11:25.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=685000 lastwaittype=LCK_M_S,59,0,0,44.0,406,0,0,478,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,22,0
00 00:08:25.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=505000 lastwaittype=LCK_M_S,57,0,0,44.0,456,0,0,189,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:30.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,26,0
00 00:33:35.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=69 lastwaittype=SOS_SCHEDULER_YIELD,8570,3,5,,78700,0,5,8068,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:35.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6831,0
00 00:13:30.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=810000 lastwaittype=LCK_M_S,48,0,0,44.0,375,0,0,214,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,20,0
00 00:11:30.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=690000 lastwaittype=LCK_M_S,8,0,0,44.0,386,0,0,174,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,42,0
00 00:08:30.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=510000 lastwaittype=LCK_M_S,50,0,0,44.0,24,0,0,275,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:35.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,37,0
00 00:33:40.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=140 lastwaittype=SOS_SCHEDULER_YIELD,8760,1,3,,79600,0,19,4189,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:40.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5087,2
00 00:13:35.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=815000 lastwaittype=LCK_M_S,20,0,0,44.0,179,0,0,273,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,18,0
00 00:11:35.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=695000 lastwaittype=LCK_M_S,55,0,0,44.0,171,0,0,474,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,28,0
00 00:08:35.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=515000 lastwaittype=LCK_M_S,19,0,0,44.0,184,0,0,152,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:40.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,31,0
00 00:33:45.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=115 lastwaittype=SOS_SCHEDULER_YIELD,8950,4,4,,80500,0,8,7748,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:45.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,8878,1
00 00:13:40.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=820000 lastwaittype=LCK_M_S,59,0,0,44.0,175,0,0,165,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,46,0
00 00:11:40.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=700000 lastwaittype=LCK_M_S,12,0,0,44.0,293,0,0,169,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,46,0
00 00:08:40.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=520000 lastwaittype=LCK_M_S,20,0,0,44.0,203,0,0,359,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:45.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,53,0
00 00:33:50.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=168 lastwaittype=SOS_SCHEDULER_YIELD,9140,1,2,,81400,0,14,6428,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:50.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,6637,0
00 00:13:45.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=825000 lastwaittype=LCK_M_S,16,0,0,44.0,271,0,0,467,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,23,0
00 00:11:45.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=705000 lastwaittype=LCK_M_S,11,0,0,44.0,101,0,0,176,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,55,0
00 00:08:45.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=525000 lastwaittype=LCK_M_S,24,0,0,44.0,211,0,0,426,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:50.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,16,0
00 00:33:55.000,44,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",svc_reporting,SOS_SCHEDULER_YIELD waittime=372 lastwaittype=SOS_SCHEDULER_YIELD,9330,0,4,,82300,0,2,4201,runnable,,0,0.0,RPT-WRK-01,ReportingDB,ReportingPortal.WebApp,2026-05-20 11:05:00.000,2026-05-20 10:35:00.000,0,2026-05-20 11:08:55.000,"SELECT c.CustomerId, c.Name, SUM(o.Total) FROM dbo.Customers c JOIN dbo.Orders o ON o.CustomerId = c.CustomerId GROUP BY c.CustomerId, c.Name",1,5833,0
00 00:13:50.000,63,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=830000 lastwaittype=LCK_M_S,22,0,0,44.0,130,0,0,195,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:55:05.000,2026-05-20 10:55:00.000,0,2026-05-20 11:08:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,10,0
00 00:11:50.000,77,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=710000 lastwaittype=LCK_M_S,40,0,0,44.0,480,0,0,506,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 10:57:05.000,2026-05-20 10:57:00.000,0,2026-05-20 11:08:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,45,0
00 00:08:50.000,84,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",svc_orders,LCK_M_S waitresource=OBJECT: 9:1147676882 waittime=530000 lastwaittype=LCK_M_S,20,0,0,44.0,125,0,0,419,suspended,,0,0.0,APP-SVC-01,ReportingDB,MyApp.OrderService,2026-05-20 11:00:05.000,2026-05-20 11:00:00.000,0,2026-05-20 11:08:55.000,"SELECT o.OrderId, o.Status FROM dbo.Orders o WHERE o.CreatedDate >= @p1",1,35,0
